2o. Agrupamento,3o. Agrupamento,Recurso,Descrição,Matéria Prima,Compr,Largu,Quant,Etapa Seguinte,carreta
GMS C.Guilhotinas,Peças para Carretas PLATAF CAÇAMBAS,31224,PARTE SUP. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18,"120031 - CHAPA FQ #14 (1,20 x 6,00m) 1010","1919,00","598,00",1,S Estamparia,"CBH5 FO SS T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
GMS C.Guilhotinas,Peças para Carretas PLATAF CAÇAMBAS,31223,PARTE INF. CHAPA TAMPA TRAS. (ABERT. LATERAL) - CBH M18,"120134 - BOBINA CHAPA LQ 2.00 X 1,20 A36/CIVIL300",0.0,0.0,1,S Estamparia,"CBH5 FO SS T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
GMS C.Guilhotinas,Peças para Carretas PLATAF CAÇAMBAS,31226,COLUNA TAMPA TRASEIRA - CBH (ABERT. LATERAL) M18,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010","1520,00","118,00",2,S Estamparia,"CBH5 FO SS T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
GMS C.Guilhotinas,Peças para Carretas PLATAF CAÇAMBAS,490313,REFORÇO TRAVA T TRAS -  ACESS  CBHM,"120200 - CHAPA GQ 1/4 (1,20 x 4,05m) 1010","295,00","30,00",2,S Estamparia,"CBH5 FO SS T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
GMS C.Guilhotinas,Peças para Carretas PLATAF CAÇAMBAS,425801,GUIA DA PLATAFORMA    CBHM,"120203 - BOBINA CHAPA LQ 6.30 X 1,20 1008/1010",0.0,0.0,2,S Estamparia,"CBH5 FO SS T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
GMS C.Guilhotinas,Peças para Carretas PLATAF CAÇAMBAS,22263,COMPLEM. TRANSV. INTERM. CENTRAL - CAÇAMBA GRAN/FORR (M12) CBH,"120305 - BOBINA CHAPA LQ 4.75 X 1,20 A36/CIVIL300",0.0,0.0,1,S Estamparia,"CBH5 FO SS T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
GMS C.Guilhotinas,Peças para Carretas PLATAF CAÇAMBAS,31229,CHAPEAM. FRONTAL FECHAM. DIANTEIRO SUPERIOR (M18) CBH,"120924 - CHAPA FQ #12 (1,20 x 3,80m) 1010","1864,00","598,00",1,S Estamparia,"CBH5 FO SS T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
GMS Corte Manual,Peças para Carretas PLATAF CAÇAMBAS,28845,CORRENTE 400MM - TAMPA TRASEIRA CBH,226105 - CORRENTE ELO 3/16 F. POLIDO,0.0,0.0,1,S Estamparia,"CBH5 FO SS T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
GMS Prensas,Peças para Carretas TANQUES,32904,OLHAL DE ELEVACÃO - TANQUE SIMPLES    FTC,"112203 - ACO TREF. RED. SAE-1020 - 1/2""","200,00",0.0,6,S Mont Sistemas Carretas,"CBH5 FO SS T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
GMS C.Serras,Peças Para Rotativas,436410,COMPLEM BARRA ENGATE - CH RP13,126457 - AÇO CHATO LAM 3/8 X 2 SAE-1020,0.0,0.0,3,Sem Processo,"CBH5 FO SS T MM M21 - Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES - Molas, Freios e Pneus não Incluídos"
GMS Mont Conj Carr,60 Conjuntos ACESSORIOS,23528,REGULADOR VARÃO DE TRAVA    CBHM 2 EIXOS,023504 - CHAPA DE REGULAGEM VARÃO DE TRAVA   CBHM 2 EIXOS,0.0,0.0,2,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,60 Conjuntos ACESSORIOS,23620,VARÃO DA TRAVA   (M12) CBH,023632 - TUBO DO TIRANTE DA TRAVA   (M12) CBH,0.0,0.0,2,Sem Processo,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,60 Conjuntos ACESSORIOS,443785,PINO ENG C/ARRUELA ICAM (M98) FA,"212300 - ARRUELA LISA 27MM POL. CHAPA 3/16""",0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Cx Acessórios,70 Sistemas ACESSORIOS,30691,ACESSÓRIO  CS   (M17) CBH,"212301 - ARR. DE PRES. MÉDIA - ZB 1/2""",0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Forjaria,70 Sistemas Carretas,460825,FEIXE DE MOLAS 14 LAMINAS [CBHM/FA/F6],260826 - BUCHA FLUTUANTE PARA FEIXE DE MOLAS,0.0,0.0,2,S Pintura,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Sist Carr,70 Sistemas Carretas,032418LC,CAÇAMBA COMPLETA FO-1M LARANJA [CBH5 M21],031289LC - FUEIRO FO LD LARANJA [CBH M18],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Sist Carr,70 Sistemas Carretas,460722,EIXO COMPLETO CS [CBHM5000],222148 - CONTRA PINO  3/16 X 1.1/2,0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Sist Carr,70 Sistemas Carretas,30638,CHASSI COMPLETO CS [CBHM 5000 M17],"274252 - PORCA SEX    5/16""  UNC  ZB",0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,70 Sistemas Carretas,29520,ESPAÇADOR [CBH M18],"029521 - CORPO DO ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT",0.0,0.0,1,S Pintura,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,70 Sistemas Carretas,31422,TAMPA LATERAL INFERIOR LD [CBH5/CBH6R M17],030751 - CORPO DA TAMPA LATERAL M17 - TAMPA LATERAL (M17) CBH 4,0.0,0.0,1,S Pintura,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,70 Sistemas Carretas,31228,TAMPA TRASEIRA FO [CBH M18],031226 - COLUNA TAMPA TRASEIRA - CBH (ABERT. LATERAL) M18,0.0,0.0,1,S Pintura,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,70 Sistemas Carretas,032433CO,ENGATE COMPLETO SS CINZA [CBH/CBHM],033738CO - ENGATE SIMPLES SS CINZA [CBH/CBHM],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,70 Sistemas Carretas,029520LC,ESPAÇADOR LARANJA [CBH M18],029520 - ESPAÇADOR [CBH M18],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,70 Sistemas Carretas,030383CO,MACACO COMPLETO CINZA [CBHM M17],030383 - MACACO COMPLETO [CBHM M17],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,70 Sistemas Carretas,031228LC,TAMPA TRASEIRA FO LARANJA [CBH M18],031228 - TAMPA TRASEIRA FO [CBH M18],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,70 Sistemas Carretas,031401LC,"TAMPA LATERAL INFERIOR LE ""ABERTURA LATERAL"" [CBH5,0 M21 LARANJA]",031401 - TAMPA LATERAL INFERIOR LE [CBH5/CBH6R M17],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,70 Sistemas Carretas,031422LC,"TAMPA LATERAL INFERIOR LD ""ABERTURA LATERAL"" [CBH5,0 M21 LARANJA]",031422 - TAMPA LATERAL INFERIOR LD [CBH5/CBH6R M17],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,70 Sistemas Carretas,034550CO,CILINDRO HIDRÁULICO CINZA [CBH5/CBHM5000],034550 - CILINDRO HIDRÁULICO [CBH5/CBHM5000],0.0,0.0,1,S Mont Conjuntos Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,70 Sistemas Carretas,460825,FEIXE DE MOLAS 14 LAMINAS [CBHM/FA/F6],318417 - TINTA PÓ 26 R LI CINZA FUMAÇA EMA 022 167,0.0,0.0,2,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,70 Sistemas Carretas,460722CO,EIXO COMPLETO CS CINZA [CBHM5000],460722 - EIXO COMPLETO CS [CBHM5000],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Expedição,Carretas Basculantes hidráulicas,CBH5 FO-1M CS RD M21,Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos,030638 - CHASSI COMPLETO CS [CBHM 5000 M17],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Sist Carr,Conjuntos Carretas,30383,MACACO COMPLETO [CBHM M17],030789 - CORRENTE 180MM - MACACO M17,0.0,0.0,1,S Pintura,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,25553,EIXO SIMPLES CS [CBHM5000],025547 - CORPO DO EIXO CBH/CBHM5000...10000 (NOV13...),0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,32361,CAÇAMBA SIMPLES FO [CBH5 M21],028811 - MONT FECHO RÁPIDO INFERIOR  CBH/CBHM,0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,29966,"CONJUNTO APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL","029965 - REFORÇO APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL",0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,30637,CHASSI SIMPLES CS [CBHM 5000 M17],030316 - REFORÇO DO SUPORTE DIANT M17 CHASSI CBHM/CBH,0.0,0.0,1,S Pintura,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,32470,"CHASSI DA CAÇAMBA [CBH5,0 M21]",030334 - LONGARINA DA PLATAFORMA M17    CBHM,0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,30389,BASE MÓVEL DO MACACO [CBHM M17],030387 - BASE MÓVEL M17 BASE MÓVEL CBHM/CBH,0.0,0.0,2,S Pintura,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,30671,TUBO HIDRÁULICO [CBHM5000 M17],030653 - CORPO TUBO HIDRÁULICO - ACESS   CBHM M17,0.0,0.0,2,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,31401,TAMPA LATERAL INFERIOR LE [CBH5/CBH6R M17],030751 - CORPO DA TAMPA LATERAL M17 - TAMPA LATERAL (M17) CBH 4,0.0,0.0,1,S Pintura,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,31289,FUEIRO FO LD  [CBH M18],031287 - CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18,0.0,0.0,1,S Pintura,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,31290,FUEIRO FO LE [CBH M18],031287 - CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18,0.0,0.0,1,S Pintura,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,31511,CONJUNTO SUPORTE FRONTAL [CHASSI - CBH/CBHM M17],032352 - SUPORTE FRONTAL [CHASSI COMPLETO - CBH],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,33738,ENGATE SIMPLES SS [CBH/CBHM],032432 - EMBOLO COM ROSCA - CHASSI CBHM/ICAM,0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,34547,CAMISA DO CILINDRO [CBH5/CBHM5000],034545 - TUBO [CAMISA DO CILINDRO - CBH5/CBHM5000],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,34899,PISTÃO DO CILINDRO [CBHM5000/6000],034879 - EIXO PISTÃO [CBHM5000/6000],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,34550,CILINDRO HIDRÁULICO [CBH5/CBHM5000],210160 - ANEL RASPADOR     REF D-2000,0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,23826,TIRANTE DA TRAVA COMPLETO [CBH/CBHM-1E],"212092 - ARRUELA LISA 1/2"" CHAPA 1/8"" ZB OU ZA",0.0,0.0,2,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Mont Conj Carr,Conjuntos Carretas,23590,TRAVA TAMPA TRAS CBH(M12) /  CBHM (31 AGO 2012.../T7113-08/12...),490313 - REFORÇO TRAVA T TRAS -  ACESS  CBHM,0.0,0.0,2,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,Conjuntos Carretas,030389CO,BASE MÓVEL DO MACACO CINZA [CBHM M17],030389 - BASE MÓVEL DO MACACO [CBHM M17],0.0,0.0,2,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,Conjuntos Carretas,030637CO,CHASSI SIMPLES CS [CBHM 5000 M17],030637 - CHASSI SIMPLES CS [CBHM 5000 M17],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,Conjuntos Carretas,031289LC,FUEIRO FO LD LARANJA [CBH M18],031289 - FUEIRO FO LD  [CBH M18],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,Conjuntos Carretas,031290LC,FUEIRO FO LE LARANJA [CBH M18],031290 - FUEIRO FO LE [CBH M18],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,Conjuntos Carretas,032361LC,"CAÇAMBA SIMPLES ""ABERTURA LATERAL"" [CBH5,0 M21 LARANJA]",032361 - CAÇAMBA SIMPLES FO [CBH5 M21],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Pintura- Embalar Prod,Conjuntos Carretas,033738CO,ENGATE SIMPLES SS CINZA [CBH/CBHM],033738 - ENGATE SIMPLES SS [CBH/CBHM],0.0,0.0,1,S Mont Sistemas Carretas,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460953,PARAF CENTRO  FM 14 LAM   CBH/FA,"112458 - ACO TREF. RED. SAE-1020 - 3/8""","148,00","9,50",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,494343,"REBITE 3/8""X3/4""F/MOLA    CAR","112458 - ACO TREF. RED. SAE-1020 - 3/8""","35,00","9,52",4,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,440449,LAMINA MEST- 980MM  F/M 8L,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","980,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,440450,LAMINA CONT MEST 890-F/M 8L,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","890,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,440462,LAMINA N 3 - 840MM  F/M   CAR,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","840,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460849,LAMINA N4-695MM FM 14 LAM   CBH/FA,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","695,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460850,LAMINA N5-640MM FM 14 LAM   CBH/FA,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","640,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460862,LAMINA N6-585MM FM 14 LAM   CBH/FA,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","585,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460874,LAMINA N7-530MM FM 14 LAM   CBH/FA,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","530,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460886,LAMINA N8-507MM FM 14 LAM   CBH/FA,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","507,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460898,LAMINA N9-420MM FM 14 LAM   CBH/FA,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","420,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460904,LAMINA N10-365MM FM 14 LAM   CBH/FA,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","365,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460916,LAMINA N11-310MM FM 14 LAM   CBH/FA,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","310,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460928,LAMINA N12-255MM FM 14 LAM   CBH/FA,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","255,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460930,LAMINA N13-200MM FM 14 LAM   CBH/FA,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","200,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
GMS Prensas,Peças Para Carretas,460941,LAMINA N14-145MM FM 14 LAM   CBH/FA,"126299 - AÇO CHATO LAM 5/16 X 2"" SAE-5160","145,00","50,80",2,S Forjaria,CBH5 FO-1M CS RD M21 - Carreta Hidráulica 5t (5m3) RD de 1 Eixo - FORRAGEIRA 1M - C/ MOLAS - Freios e Pneus não Incluídos
